上海市,148
云南省,49
内蒙古自治区,35
北京市,166
吉林省,43
四川省,125
天津市,51
宁夏回族自治区,15
安徽省,74
山东省,218
山西省,43
广东省,500
广西壮族自治区,65
新疆维吾尔自治区,22
江苏省,164
江西省,23
河北省,56
河南省,37
浙江省,221
海南省,16
湖北省,50
湖南省,62
甘肃省,11
福建省,127
西藏自治区,5
贵州省,55
辽宁省,100
重庆市,49
陕西省,32
青海省,11
黑龙江省,30
